"taxon_id","taxon_name","taxon_rank","input_name","input_author","match_type","match_accepted","wcvp_status","wcvp_name","accepted_name","final_name","name_changed"
"ACPE","Acer pensylvanicum L.","species","Acer pensylvanicum","L.","Exact (with author)",TRUE,"Accepted","Acer pensylvanicum","Acer pensylvanicum L.","Acer pensylvanicum L.",FALSE
"ACSA3","Acer saccharum Marshall","species","Acer saccharum","Marshall","Exact (with author)",TRUE,"Accepted","Acer saccharum","Acer saccharum Marshall","Acer saccharum Marshall",FALSE
"VILA11","Viburnum lantanoides Michx.","species","Viburnum lantanoides","Michx.","Exact (with author)",TRUE,"Accepted","Viburnum lantanoides","Viburnum lantanoides Michx.","Viburnum lantanoides Michx.",FALSE
"FAGR","Fagus grandifolia Ehrh.","species","Fagus grandifolia","Ehrh.","Exact (with author)",TRUE,"Accepted","Fagus grandifolia","Fagus grandifolia Ehrh.","Fagus grandifolia Ehrh.",FALSE
"BEAL2","Betula alleghaniensis Britton","species","Betula alleghaniensis","Britton","Exact (with author)",TRUE,"Accepted","Betula alleghaniensis","Betula alleghaniensis Britton","Betula alleghaniensis Britton",FALSE
"PIRU","Picea rubens Sarg.","species","Picea rubens","Sarg.","Exact (with author)",TRUE,"Accepted","Picea rubens","Picea rubens Sarg.","Picea rubens Sarg.",FALSE
"ACRU","Acer rubrum L.","species","Acer rubrum","L.","Exact (with author)",TRUE,"Accepted","Acer rubrum","Acer rubrum L.","Acer rubrum L.",FALSE
"TSCA","Tsuga canadensis (L.) Carrière","species","Tsuga canadensis","(L.) Carrière","Exact (with author)",TRUE,"Accepted","Tsuga canadensis","Tsuga canadensis (L.) Carrière","Tsuga canadensis (L.) Carrière",FALSE
"QURU","Quercus rubra L.","species","Quercus rubra","L.","Exact (with author)",TRUE,"Accepted","Quercus rubra","Quercus rubra L.","Quercus rubra L.",FALSE
"CYAC3","Cypripedium acaule Aiton","species","Cypripedium acaule","Aiton","Exact (with author)",TRUE,"Accepted","Cypripedium acaule","Cypripedium acaule Aiton","Cypripedium acaule Aiton",FALSE
"TRUN","Trillium undulatum Willd.","species","Trillium undulatum","Willd.","Exact (with author)",TRUE,"Accepted","Trillium undulatum","Trillium undulatum Willd.","Trillium undulatum Willd.",FALSE
"ACSAS","Acer saccharum Marshall var. saccharum","variety","Acer saccharum var. saccharum","Marshall NA saccharum","Exact (without author)",TRUE,"Accepted","Acer saccharum var. saccharum","Acer saccharum var. saccharum","Acer saccharum var. saccharum",TRUE
"PRPEP","Prunus pensylvanica L. f. var. pensylvanica","variety","Prunus pensylvanica var. pensylvanica","L. f. NA pensylvanica","Exact (without author)",TRUE,"Accepted","Prunus pensylvanica","Prunus pensylvanica L.f.","Prunus pensylvanica L.f.",TRUE
"FRPE","Fraxinus pennsylvanica Marshall","species","Fraxinus pennsylvanica","Marshall","Exact (with author)",TRUE,"Accepted","Fraxinus pennsylvanica","Fraxinus pennsylvanica Marshall","Fraxinus pennsylvanica Marshall",FALSE
"ABBA","Abies balsamea (L.) Mill.","species","Abies balsamea","(L.) Mill.","Exact (with author)",TRUE,"Accepted","Abies balsamea","Abies balsamea (L.) Mill.","Abies balsamea (L.) Mill.",FALSE
"UVSE","Uvularia sessilifolia L.","species","Uvularia sessilifolia","L.","Exact (with author)",TRUE,"Accepted","Uvularia sessilifolia","Uvularia sessilifolia L.","Uvularia sessilifolia L.",FALSE
"POTR5","Populus tremuloides Michx.","species","Populus tremuloides","Michx.","Exact (with author)",TRUE,"Accepted","Populus tremuloides","Populus tremuloides Michx.","Populus tremuloides Michx.",FALSE
"ARNU2","Aralia nudicaulis L.","species","Aralia nudicaulis","L.","Exact (with author)",TRUE,"Accepted","Aralia nudicaulis","Aralia nudicaulis L.","Aralia nudicaulis L.",FALSE
"BEPAC2","Betula papyrifera Marshall var. cordifolia (Regel) Fernald","variety","Betula papyrifera var. cordifolia","Marshall (Regel) Fernald","Exact (without author)",TRUE,"Synonym","Betula papyrifera var. cordifolia","Betula cordifolia Regel","Betula cordifolia Regel",TRUE
"DRIN5","Dryopteris intermedia (Muhl. ex Willd.) A. Gray","species","Dryopteris intermedia","(Muhl. ex Willd.) A. Gray","Exact (without author)",TRUE,"Accepted","Dryopteris intermedia","Dryopteris intermedia A.Gray","Dryopteris intermedia A.Gray",TRUE
"COAL2","Cornus alternifolia L. f.","species","Cornus alternifolia","L. f.","Exact (without author)",TRUE,"Accepted","Cornus alternifolia","Cornus alternifolia L.f.","Cornus alternifolia L.f.",TRUE
"MEVI","Medeola virginiana L.","species","Medeola virginiana","L.","Exact (with author)",TRUE,"Accepted","Medeola virginiana","Medeola virginiana L.","Medeola virginiana L.",FALSE
"HULU2","Huperzia lucidula (Michx.) Trevis.","species","Huperzia lucidula","(Michx.) Trevis.","Exact (with author)",TRUE,"Accepted","Huperzia lucidula","Huperzia lucidula (Michx.) Trevis.","Huperzia lucidula (Michx.) Trevis.",FALSE
"FRAM2","Fraxinus americana L.","species","Fraxinus americana","L.","Exact (with author)",TRUE,"Accepted","Fraxinus americana","Fraxinus americana L.","Fraxinus americana L.",FALSE
"OCAC","Oclemena acuminata (Michx.) Greene","species","Oclemena acuminata","(Michx.) Greene","Exact (with author)",TRUE,"Accepted","Oclemena acuminata","Oclemena acuminata (Michx.) Greene","Oclemena acuminata (Michx.) Greene",FALSE
"ACSP2","Acer spicatum Lam.","species","Acer spicatum","Lam.","Exact (with author)",TRUE,"Accepted","Acer spicatum","Acer spicatum Lam.","Acer spicatum Lam.",FALSE
"DEPU2","Dennstaedtia punctilobula (Michx.) T. Moore","species","Dennstaedtia punctilobula","(Michx.) T. Moore","Exact (without author)",TRUE,"Accepted","Dennstaedtia punctilobula","Dennstaedtia punctilobula (Michx.) T.Moore","Dennstaedtia punctilobula (Michx.) T.Moore",TRUE
"MIRE","Mitchella repens L.","species","Mitchella repens","L.","Exact (with author)",TRUE,"Accepted","Mitchella repens","Mitchella repens L.","Mitchella repens L.",FALSE
"CLBO3","Clintonia borealis (Aiton) Raf.","species","Clintonia borealis","(Aiton) Raf.","Exact (with author)",TRUE,"Accepted","Clintonia borealis","Clintonia borealis (Aiton) Raf.","Clintonia borealis (Aiton) Raf.",FALSE
"PIST","Pinus strobus L.","species","Pinus strobus","L.","Exact (with author)",TRUE,"Accepted","Pinus strobus","Pinus strobus L.","Pinus strobus L.",FALSE
"MACA4","Maianthemum canadense Desf.","species","Maianthemum canadense","Desf.","Exact (with author)",TRUE,"Accepted","Maianthemum canadense","Maianthemum canadense Desf.","Maianthemum canadense Desf.",FALSE
"LYOB","Lycopodium obscurum L.","species","Lycopodium obscurum","L.","Exact (with author)",TRUE,"Accepted","Lycopodium obscurum","Lycopodium obscurum L.","Lycopodium obscurum L.",FALSE
"GAPR2","Gaultheria procumbens L.","species","Gaultheria procumbens","L.","Exact (with author)",TRUE,"Accepted","Gaultheria procumbens","Gaultheria procumbens L.","Gaultheria procumbens L.",FALSE
"CHUMC2","Chimaphila umbellata (L.) W.P.C. Barton ssp. cisatlantica (S.F. Blake) Hultén","subspecies","Chimaphila umbellata subsp. cisatlantica","(L.) W.P.C. Barton (S.F. Blake) Hultén","Exact (without author)",TRUE,"Synonym","Chimaphila umbellata subsp. cisatlantica","Chimaphila umbellata subsp. umbellata","Chimaphila umbellata subsp. umbellata",TRUE
"LOCA7","Lonicera canadensis W. Bartram ex Marshall","species","Lonicera canadensis","W. Bartram ex Marshall","Exact (without author)",TRUE,"Accepted","Lonicera canadensis","Lonicera canadensis J.Bartram & W.Bartram ex Marshall","Lonicera canadensis J.Bartram & W.Bartram ex Marshall",TRUE
"PTAQL","Pteridium aquilinum (L.) Kuhn var. latiusculum (Desv.) Underw. ex A. Heller","variety","Pteridium aquilinum var. latiusculum","(L.) Kuhn (Desv.) Underw. ex A. Heller","Exact (without author)",TRUE,"Synonym","Pteridium aquilinum var. latiusculum","Pteridium latiusculum (Desv.) Hieron.","Pteridium latiusculum (Desv.) Hieron.",TRUE
"TRBOB","Trientalis borealis Raf. ssp. borealis","subspecies","Trientalis borealis subsp. borealis","Raf. NA borealis","Exact (without author)",TRUE,"Synonym","Trientalis borealis","Lysimachia borealis (Raf.) U.Manns & Anderb.","Lysimachia borealis (Raf.) U.Manns & Anderb.",TRUE
"VACO","Vaccinium corymbosum L.","species","Vaccinium corymbosum","L.","Exact (with author)",TRUE,"Accepted","Vaccinium corymbosum","Vaccinium corymbosum L.","Vaccinium corymbosum L.",FALSE
"PRSES","Prunus serotina Ehrh. var. serotina","variety","Prunus serotina var. serotina","Ehrh. NA serotina","Exact (without author)",TRUE,"Accepted","Prunus serotina var. serotina","Prunus serotina var. serotina","Prunus serotina var. serotina",TRUE
"OXMO","Oxalis montana Raf.","species","Oxalis montana","Raf.","Exact (with author)",TRUE,"Accepted","Oxalis montana","Oxalis montana Raf.","Oxalis montana Raf.",FALSE
"MOUN3","Monotropa uniflora L.","species","Monotropa uniflora","L.","Exact (with author)",TRUE,"Accepted","Monotropa uniflora","Monotropa uniflora L.","Monotropa uniflora L.",FALSE
"LYAN2","Lycopodium annotinum L.","species","Lycopodium annotinum","L.","Exact (with author)",TRUE,"Accepted","Lycopodium annotinum","Lycopodium annotinum L.","Lycopodium annotinum L.",FALSE
"MARAR","Maianthemum racemosum (L.) Link ssp. racemosum","subspecies","Maianthemum racemosum subsp. racemosum","(L.) Link NA racemosum","Exact (without author)",TRUE,"Accepted","Maianthemum racemosum subsp. racemosum","Maianthemum racemosum subsp. racemosum","Maianthemum racemosum subsp. racemosum",TRUE
"PYAM","Pyrola americana Sweet","species","Pyrola americana","Sweet","Exact (with author)",TRUE,"Accepted","Pyrola americana","Pyrola americana Sweet","Pyrola americana Sweet",FALSE
"ATFIA","Athyrium filix-femina (L.) Roth ssp. angustum (Willd.) R.T. Clausen","subspecies","Athyrium filix-femina subsp. angustum","(L.) Roth (Willd.) R.T. Clausen","Exact (without author)",TRUE,"Synonym","Athyrium filix-femina subsp. angustum","Athyrium angustum (Willd.) C.Presl","Athyrium angustum (Willd.) C.Presl",TRUE
"BEPA","Betula papyrifera Marshall","species","Betula papyrifera","Marshall","Exact (with author)",TRUE,"Accepted","Betula papyrifera","Betula papyrifera Marshall","Betula papyrifera Marshall",FALSE
"HAVI4","Hamamelis virginiana L.","species","Hamamelis virginiana","L.","Exact (with author)",TRUE,"Accepted","Hamamelis virginiana","Hamamelis virginiana L.","Hamamelis virginiana L.",FALSE
"THNO","Thelypteris noveboracensis (L.) Nieuwl.","species","Thelypteris noveboracensis","(L.) Nieuwl.","Exact (with author)",TRUE,"Accepted","Thelypteris noveboracensis","Thelypteris noveboracensis (L.) Nieuwl.","Thelypteris noveboracensis (L.) Nieuwl.",FALSE
"POGR4","Populus grandidentata Michx.","species","Populus grandidentata","Michx.","Exact (with author)",TRUE,"Accepted","Populus grandidentata","Populus grandidentata Michx.","Populus grandidentata Michx.",FALSE
"BEPAP","Betula papyrifera Marshall var. papyrifera","variety","Betula papyrifera var. papyrifera","Marshall NA papyrifera","Exact (without author)",TRUE,"Accepted","Betula papyrifera","Betula papyrifera Marshall","Betula papyrifera Marshall",TRUE
"EPVI2","Epifagus virginiana (L.) W.P.C. Barton","species","Epifagus virginiana","(L.) W.P.C. Barton","Exact (without author)",TRUE,"Accepted","Epifagus virginiana","Epifagus virginiana (L.) Barton","Epifagus virginiana (L.) Barton",TRUE
"BOLAA2","Botrychium lanceolatum (S.G. Gmel.) Angstr. var. angustisegmentum Pease & A.H. Moore","variety","Botrychium lanceolatum var. angustisegmentum","(S.G. Gmel.) Angstr. Pease & A.H. Moore","Exact (without author)",TRUE,"Synonym","Botrychium lanceolatum var. angustisegmentum","Botrychium angustisegmentum (Pease & A.H.Moore) Fernald","Botrychium angustisegmentum (Pease & A.H.Moore) Fernald",TRUE
"COCOC2","Corylus cornuta Marshall var. cornuta","variety","Corylus cornuta var. cornuta","Marshall NA cornuta","Exact (without author)",TRUE,"Accepted","Corylus cornuta","Corylus cornuta Marshall","Corylus cornuta Marshall",TRUE
"PYEL","Pyrola elliptica Nutt.","species","Pyrola elliptica","Nutt.","Exact (with author)",TRUE,"Accepted","Pyrola elliptica","Pyrola elliptica Nutt.","Pyrola elliptica Nutt.",FALSE
"LYCL","Lycopodium clavatum L.","species","Lycopodium clavatum","L.","Exact (with author)",TRUE,"Accepted","Lycopodium clavatum","Lycopodium clavatum L.","Lycopodium clavatum L.",FALSE
"VINUC","Viburnum nudum L. var. cassinoides (L.) Torr. & A. Gray","variety","Viburnum nudum var. cassinoides","L. (L.) Torr. & A. Gray","Exact (without author)",TRUE,"Synonym","Viburnum nudum var. cassinoides","Viburnum cassinoides L.","Viburnum cassinoides L.",TRUE
"LYDI3","Lycopodium digitatum Dill. ex A. Braun","species","Lycopodium digitatum","Dill. ex A. Braun","Exact (without author)",TRUE,"Accepted","Lycopodium digitatum","Lycopodium digitatum Dill. ex A.Braun","Lycopodium digitatum Dill. ex A.Braun",TRUE
"PIRE","Pinus resinosa Aiton","species","Pinus resinosa","Aiton","Exact (with author)",TRUE,"Accepted","Pinus resinosa","Pinus resinosa Aiton","Pinus resinosa Aiton",FALSE
"ACRU2","Actaea rubra (Aiton) Willd.","species","Actaea rubra","(Aiton) Willd.","Exact (with author)",TRUE,"Accepted","Actaea rubra","Actaea rubra (Aiton) Willd.","Actaea rubra (Aiton) Willd.",FALSE
"POVI7","Polypodium virginianum L.","species","Polypodium virginianum","L.","Exact (with author)",TRUE,"Accepted","Polypodium virginianum","Polypodium virginianum L.","Polypodium virginianum L.",FALSE
"ABBAP","Abies balsamea (L.) Mill. var. phanerolepis Fernald","variety","Abies balsamea var. phanerolepis","(L.) Mill. Fernald","Exact (without author)",TRUE,"Accepted","Abies balsamea var. phanerolepis","Abies balsamea var. phanerolepis Fernald","Abies balsamea var. phanerolepis Fernald",TRUE
"ARVU","Artemisia vulgaris L.","species","Artemisia vulgaris","L.","Exact (with author)",TRUE,"Accepted","Artemisia vulgaris","Artemisia vulgaris L.","Artemisia vulgaris L.",FALSE
"VAMY","Vaccinium myrtilloides Michx.","species","Vaccinium myrtilloides","Michx.","Exact (with author)",TRUE,"Accepted","Vaccinium myrtilloides","Vaccinium myrtilloides Michx.","Vaccinium myrtilloides Michx.",FALSE
"OSVI","Ostrya virginiana (Mill.) K. Koch","species","Ostrya virginiana","(Mill.) K. Koch","Exact (without author)",TRUE,"Accepted","Ostrya virginiana","Ostrya virginiana (Mill.) K.Koch","Ostrya virginiana (Mill.) K.Koch",TRUE
"VIRO","Viola rostrata Pursh","species","Viola rostrata","Pursh","Exact (without author)",TRUE,"Accepted","Viola rostrata","Viola rostrata Muhl. ex Pursh","Viola rostrata Muhl. ex Pursh",TRUE
"QUVE","Quercus velutina Lam.","species","Quercus velutina","Lam.","Exact (with author)",TRUE,"Accepted","Quercus velutina","Quercus velutina Lam.","Quercus velutina Lam.",FALSE
"CACAV","Carpinus caroliniana Walter ssp. virginiana (Marshall) Furlow","subspecies","Carpinus caroliniana subsp. virginiana","Walter (Marshall) Furlow","Exact (without author)",TRUE,"Accepted","Carpinus caroliniana subsp. virginiana","Carpinus caroliniana subsp. virginiana (Marshall) Furlow","Carpinus caroliniana subsp. virginiana (Marshall) Furlow",TRUE
"BELE","Betula lenta L.","species","Betula lenta","L.","Exact (with author)",TRUE,"Accepted","Betula lenta","Betula lenta L.","Betula lenta L.",FALSE
"DRCA11","Dryopteris carthusiana (Vill.) H.P. Fuchs","species","Dryopteris carthusiana","(Vill.) H.P. Fuchs","Exact (without author)",TRUE,"Accepted","Dryopteris carthusiana","Dryopteris carthusiana (Vill.) H.P.Fuchs","Dryopteris carthusiana (Vill.) H.P.Fuchs",TRUE
"LYHI2","Lycopodium hickeyi W.H. Wagner, Beitel & Moran","species","Lycopodium hickeyi","W.H. Wagner, Beitel & Moran","Exact (without author)",TRUE,"Accepted","Lycopodium hickeyi","Lycopodium hickeyi W.H.Wagner, Beitel & R.C.Moran","Lycopodium hickeyi W.H.Wagner, Beitel & R.C.Moran",TRUE
"TRER3","Trillium erectum L.","species","Trillium erectum","L.","Exact (with author)",TRUE,"Accepted","Trillium erectum","Trillium erectum L.","Trillium erectum L.",FALSE
"LOMO2","Lonicera morrowii A. Gray","species","Lonicera morrowii","A. Gray","Exact (without author)",TRUE,"Accepted","Lonicera morrowii","Lonicera morrowii A.Gray","Lonicera morrowii A.Gray",TRUE
"DRCA3","Dryopteris campyloptera Clarkson","species","Dryopteris campyloptera","Clarkson","Exact (with author)",TRUE,"Accepted","Dryopteris campyloptera","Dryopteris campyloptera Clarkson","Dryopteris campyloptera Clarkson",FALSE
"VAAN","Vaccinium angustifolium Aiton","species","Vaccinium angustifolium","Aiton","Exact (with author)",TRUE,"Accepted","Vaccinium angustifolium","Vaccinium angustifolium Aiton","Vaccinium angustifolium Aiton",FALSE
"ILMU","Ilex mucronata (L.) Powell, Savolainen & Andrews","species","Ilex mucronata","(L.) Powell, Savolainen & Andrews","Exact (without author)",TRUE,"Accepted","Ilex mucronata","Ilex mucronata (L.) M.Powell, Savol. & S.Andrews","Ilex mucronata (L.) M.Powell, Savol. & S.Andrews",TRUE
"VIAC","Viburnum acerifolium L.","species","Viburnum acerifolium","L.","Exact (with author)",TRUE,"Accepted","Viburnum acerifolium","Viburnum acerifolium L.","Viburnum acerifolium L.",FALSE
"VAPA4","Vaccinium pallidum Aiton","species","Vaccinium pallidum","Aiton","Exact (with author)",TRUE,"Accepted","Vaccinium pallidum","Vaccinium pallidum Aiton","Vaccinium pallidum Aiton",FALSE
"BEPO","Betula populifolia Marshall","species","Betula populifolia","Marshall","Exact (with author)",TRUE,"Accepted","Betula populifolia","Betula populifolia Marshall","Betula populifolia Marshall",FALSE
"CIALA","Circaea alpina L. ssp. alpina","subspecies","Circaea alpina subsp. alpina","L. NA alpina","Exact (without author)",TRUE,"Accepted","Circaea alpina subsp. alpina","Circaea alpina subsp. alpina","Circaea alpina subsp. alpina",TRUE
"PIAB","Picea abies (L.) Karst.","species","Picea abies","(L.) Karst.","Exact (without author)",TRUE,"Accepted","Picea abies","Picea abies (L.) H.Karst.","Picea abies (L.) H.Karst.",TRUE
"POPU4","Polygonatum pubescens (Willd.) Pursh","species","Polygonatum pubescens","(Willd.) Pursh","Exact (with author)",TRUE,"Accepted","Polygonatum pubescens","Polygonatum pubescens (Willd.) Pursh","Polygonatum pubescens (Willd.) Pursh",FALSE
"BOLA","Botrychium lanceolatum (S.G. Gmel.) Angstr.","species","Botrychium lanceolatum","(S.G. Gmel.) Angstr.","Exact (without author)",TRUE,"Accepted","Botrychium lanceolatum","Botrychium lanceolatum (S.G.Gmel.) Ångstr.","Botrychium lanceolatum (S.G.Gmel.) Ångstr.",TRUE
"COTR2","Coptis trifolia (L.) Salisb.","species","Coptis trifolia","(L.) Salisb.","Exact (with author)",TRUE,"Accepted","Coptis trifolia","Coptis trifolia (L.) Salisb.","Coptis trifolia (L.) Salisb.",FALSE
"OSCL2","Osmunda claytoniana L.","species","Osmunda claytoniana","L.","Exact (with author)",TRUE,"Accepted","Osmunda claytoniana","Osmunda claytoniana L.","Osmunda claytoniana L.",FALSE
"FOOV80","Forsythia ovata Nakai","species","Forsythia ovata","Nakai","Exact (with author)",TRUE,"Accepted","Forsythia ovata","Forsythia ovata Nakai","Forsythia ovata Nakai",FALSE
"GABA","Gaylussacia baccata (Wangenh.) K. Koch","species","Gaylussacia baccata","(Wangenh.) K. Koch","Exact (without author)",TRUE,"Accepted","Gaylussacia baccata","Gaylussacia baccata (Wangenh.) K.Koch","Gaylussacia baccata (Wangenh.) K.Koch",TRUE
"LYQU2","Lysimachia quadrifolia L.","species","Lysimachia quadrifolia","L.","Exact (with author)",TRUE,"Accepted","Lysimachia quadrifolia","Lysimachia quadrifolia L.","Lysimachia quadrifolia L.",FALSE
"QUAL","Quercus alba L.","species","Quercus alba","L.","Exact (with author)",TRUE,"Accepted","Quercus alba","Quercus alba L.","Quercus alba L.",FALSE
"RUHI","Rubus hispidus L.","species","Rubus hispidus","L.","Exact (with author)",TRUE,"Accepted","Rubus hispidus","Rubus hispidus L.","Rubus hispidus L.",FALSE
"CAGL8","Carya glabra (Mill.) Sweet","species","Carya glabra","(Mill.) Sweet","Exact (with author)",TRUE,"Accepted","Carya glabra","Carya glabra (Mill.) Sweet","Carya glabra (Mill.) Sweet",FALSE
"KAAN","Kalmia angustifolia L.","species","Kalmia angustifolia","L.","Exact (with author)",TRUE,"Accepted","Kalmia angustifolia","Kalmia angustifolia L.","Kalmia angustifolia L.",FALSE
"RUIDS2","Rubus idaeus L. ssp. strigosus (Michx.) Focke","subspecies","Rubus idaeus subsp. strigosus","L. (Michx.) Focke","Exact (without author)",TRUE,"Accepted","Rubus idaeus subsp. strigosus","Rubus idaeus subsp. strigosus (Michx.) Focke","Rubus idaeus subsp. strigosus (Michx.) Focke",TRUE
"GOTE","Goodyera tesselata Lodd.","species","Goodyera tesselata","Lodd.","Exact (without author)",TRUE,"Accepted","Goodyera tesselata","Goodyera tesselata G.Lodd.","Goodyera tesselata G.Lodd.",TRUE
"PRSE2","Prunus serotina Ehrh.","species","Prunus serotina","Ehrh.","Exact (with author)",TRUE,"Accepted","Prunus serotina","Prunus serotina Ehrh.","Prunus serotina Ehrh.",FALSE
"ILVE","Ilex verticillata (L.) A. Gray","species","Ilex verticillata","(L.) A. Gray","Exact (without author)",TRUE,"Accepted","Ilex verticillata","Ilex verticillata (L.) A.Gray","Ilex verticillata (L.) A.Gray",TRUE
"ONSE","Onoclea sensibilis L.","species","Onoclea sensibilis","L.","Exact (with author)",TRUE,"Accepted","Onoclea sensibilis","Onoclea sensibilis L.","Onoclea sensibilis L.",FALSE
"OSCIC","Osmunda cinnamomea L. var. cinnamomea","variety","Osmunda cinnamomea var. cinnamomea","L. NA cinnamomea","Exact (without author)",TRUE,"Synonym","Osmunda cinnamomea","Osmundastrum cinnamomeum (L.) C.Presl","Osmundastrum cinnamomeum (L.) C.Presl",TRUE
"ARTR","Arisaema triphyllum (L.) Schott","species","Arisaema triphyllum","(L.) Schott","Exact (with author)",TRUE,"Accepted","Arisaema triphyllum","Arisaema triphyllum (L.) Schott","Arisaema triphyllum (L.) Schott",FALSE
"PAQU2","Parthenocissus quinquefolia (L.) Planch.","species","Parthenocissus quinquefolia","(L.) Planch.","Exact (with author)",TRUE,"Accepted","Parthenocissus quinquefolia","Parthenocissus quinquefolia (L.) Planch.","Parthenocissus quinquefolia (L.) Planch.",FALSE
"POACA","Polystichum acrostichoides (Michx.) Schott var. acrostichoides","variety","Polystichum acrostichoides var. acrostichoides","(Michx.) Schott NA acrostichoides","Exact (without author)",TRUE,"Accepted","Polystichum acrostichoides var. acrostichoides","Polystichum acrostichoides var. acrostichoides","Polystichum acrostichoides var. acrostichoides",TRUE
"SYCO4","Symphyotrichum cordifolium (L.) G.L. Nesom","species","Symphyotrichum cordifolium","(L.) G.L. Nesom","Exact (without author)",TRUE,"Accepted","Symphyotrichum cordifolium","Symphyotrichum cordifolium (L.) G.L.Nesom","Symphyotrichum cordifolium (L.) G.L.Nesom",TRUE
"OXST","Oxalis stricta L.","species","Oxalis stricta","L.","Exact (with author)",TRUE,"Accepted","Oxalis stricta","Oxalis stricta L.","Oxalis stricta L.",FALSE
"BRAR9","Brachyelytrum aristosum (Michx.) Trel.","species","Brachyelytrum aristosum","(Michx.) Trel.","Exact (without author)",TRUE,"Accepted","Brachyelytrum aristosum","Brachyelytrum aristosum (Michx.) Trel., Branner & Coville","Brachyelytrum aristosum (Michx.) Trel., Branner & Coville",TRUE
"SMHE","Smilax herbacea L.","species","Smilax herbacea","L.","Exact (with author)",TRUE,"Accepted","Smilax herbacea","Smilax herbacea L.","Smilax herbacea L.",FALSE
"VILA8","Vitis labrusca L.","species","Vitis labrusca","L.","Exact (with author)",TRUE,"Accepted","Vitis labrusca","Vitis labrusca L.","Vitis labrusca L.",FALSE
"BRER2","Brachyelytrum erectum (Schreb. ex Spreng.) P. Beauv.","species","Brachyelytrum erectum","(Schreb. ex Spreng.) P. Beauv.","Exact (without author)",TRUE,"Accepted","Brachyelytrum erectum","Brachyelytrum erectum (Schreb.) P.Beauv.","Brachyelytrum erectum (Schreb.) P.Beauv.",TRUE
"ANQUQ","Anemone quinquefolia L. var. quinquefolia","variety","Anemone quinquefolia var. quinquefolia","L. NA quinquefolia","Exact (without author)",TRUE,"Accepted","Anemone quinquefolia","Anemone quinquefolia L.","Anemone quinquefolia L.",TRUE
"LYTE2","Lysimachia terrestris (L.) Britton, Sterns & Poggenb.","species","Lysimachia terrestris","(L.) Britton, Sterns & Poggenb.","Exact (with author)",TRUE,"Accepted","Lysimachia terrestris","Lysimachia terrestris (L.) Britton, Sterns & Poggenb.","Lysimachia terrestris (L.) Britton, Sterns & Poggenb.",FALSE
"CAAT4","Carex atlantica L.H. Bailey","species","Carex atlantica","L.H. Bailey","Exact (without author)",TRUE,"Accepted","Carex atlantica","Carex atlantica L.H.Bailey","Carex atlantica L.H.Bailey",TRUE
"SPTO2","Spiraea tomentosa L.","species","Spiraea tomentosa","L.","Exact (with author)",TRUE,"Accepted","Spiraea tomentosa","Spiraea tomentosa L.","Spiraea tomentosa L.",FALSE
"PHAUA7","Phragmites australis (Cav.) Trin. ex Steud. ssp. australis","subspecies","Phragmites australis subsp. australis","(Cav.) Trin. ex Steud. NA australis","Exact (without author)",TRUE,"Accepted","Phragmites australis subsp. australis","Phragmites australis subsp. australis","Phragmites australis subsp. australis",TRUE
"CALA16","Carex lacustris Willd.","species","Carex lacustris","Willd.","Exact (with author)",TRUE,"Accepted","Carex lacustris","Carex lacustris Willd.","Carex lacustris Willd.",FALSE
"THPAP","Thelypteris palustris Schott var. pubescens (G. Lawson) Fernald","variety","Thelypteris palustris var. pubescens","Schott (G. Lawson) Fernald","Exact (without author)",TRUE,"Synonym","Thelypteris palustris var. pubescens","Thelypteris palustris subsp. pubescens (G.Lawson) Holub","Thelypteris palustris subsp. pubescens (G.Lawson) Holub",TRUE
"THSI2","Thelypteris simulata (Davenport) Nieuwl.","species","Thelypteris simulata","(Davenport) Nieuwl.","Exact (without author)",TRUE,"Accepted","Thelypteris simulata","Thelypteris simulata (Davenp.) Nieuwl.","Thelypteris simulata (Davenp.) Nieuwl.",TRUE
"CARO22","Carex rosea Schkuhr ex Willd.","species","Carex rosea","Schkuhr ex Willd.","Exact (without author)",TRUE,"Accepted","Carex rosea","Carex rosea Willd.","Carex rosea Willd.",TRUE
"SPALL","Spiraea alba Du Roi var. latifolia (Aiton) Dippel","variety","Spiraea alba var. latifolia","Du Roi (Aiton) Dippel","Exact (without author)",TRUE,"Accepted","Spiraea alba var. latifolia","Spiraea alba var. latifolia (Aiton) Dippel","Spiraea alba var. latifolia (Aiton) Dippel",TRUE
"TOVE","Toxicodendron vernix (L.) Kuntze","species","Toxicodendron vernix","(L.) Kuntze","Exact (with author)",TRUE,"Accepted","Toxicodendron vernix","Toxicodendron vernix (L.) Kuntze","Toxicodendron vernix (L.) Kuntze",FALSE
"SPALA","Spiraea alba Du Roi var. alba","variety","Spiraea alba var. alba","Du Roi NA alba","Exact (without author)",TRUE,"Accepted","Spiraea alba var. alba","Spiraea alba var. alba","Spiraea alba var. alba",TRUE
"TYLA","Typha latifolia L.","species","Typha latifolia","L.","Exact (with author)",TRUE,"Accepted","Typha latifolia","Typha latifolia L.","Typha latifolia L.",FALSE
"CIAR2","Cinna arundinacea L.","species","Cinna arundinacea","L.","Exact (with author)",TRUE,"Accepted","Cinna arundinacea","Cinna arundinacea L.","Cinna arundinacea L.",FALSE
"CAOV8","Carex ovalis Goodenough","species","Carex ovalis","Goodenough","Exact (without author)",TRUE,"Synonym","Carex ovalis","Carex leporina L.","Carex leporina L.",TRUE
