"taxon_id","taxon_name","taxon_rank","input_name","input_author","match_type","match_accepted","wcvp_status","wcvp_name","accepted_name","final_name","name_changed"
"BRDID2","Bromus diandrus Roth ssp. diandrus","subspecies","Bromus diandrus subsp. diandrus","Roth NA diandrus","Exact (without author)",TRUE,"Accepted","Bromus diandrus","Bromus diandrus Roth","Bromus diandrus Roth",TRUE
"CLPEP","Claytonia perfoliata Donn ex Willd. ssp. perfoliata","subspecies","Claytonia perfoliata subsp. perfoliata","Donn ex Willd. NA perfoliata","Exact (without author)",TRUE,"Accepted","Claytonia perfoliata subsp. perfoliata","Claytonia perfoliata subsp. perfoliata","Claytonia perfoliata subsp. perfoliata",TRUE
"LONU4","Lotus nuttallianus Greene","species","Lotus nuttallianus","Greene","Exact (with author)",TRUE,"Synonym","Lotus nuttallianus","Acmispon prostratus (Nutt.) Brouillet","Acmispon prostratus (Nutt.) Brouillet",TRUE
"VUBR","Vulpia bromoides (L.) Gray","species","Vulpia bromoides","(L.) Gray","Exact (with author)",TRUE,"Synonym","Vulpia bromoides","Festuca bromoides L.","Festuca bromoides L.",TRUE
"ESLO","Eschscholzia lobbii Greene","species","Eschscholzia lobbii","Greene","Exact (with author)",TRUE,"Accepted","Eschscholzia lobbii","Eschscholzia lobbii Greene","Eschscholzia lobbii Greene",FALSE
"STMEM","Stellaria media (L.) Vill. ssp. media","subspecies","Stellaria media subsp. media","(L.) Vill. NA media","Exact (without author)",TRUE,"Accepted","Stellaria media subsp. media","Stellaria media subsp. media","Stellaria media subsp. media",TRUE
"GAPA4","Galium parishii Hilend & J.T. Howell","species","Galium parishii","Hilend & J.T. Howell","Exact (without author)",TRUE,"Accepted","Galium parishii","Galium parishii Hilend & J.T.Howell","Galium parishii Hilend & J.T.Howell",TRUE
"RIRO","Ribes roezlii Regel","species","Ribes roezlii","Regel","Exact (with author)",TRUE,"Accepted","Ribes roezlii","Ribes roezlii Regel","Ribes roezlii Regel",FALSE
"ABLO","Abies lowiana (Gordon & Glend.) A. Murray bis","species","Abies lowiana","(Gordon & Glend.) A. Murray bis","Exact (without author)",TRUE,"Synonym","Abies lowiana","Abies concolor (Gordon & Glend.) Lindl. ex Hildebr.","Abies concolor (Gordon & Glend.) Lindl. ex Hildebr.",TRUE
"APAN","Apiastrum angustifolium Nutt.","species","Apiastrum angustifolium","Nutt.","Exact (with author)",TRUE,"Accepted","Apiastrum angustifolium","Apiastrum angustifolium Nutt.","Apiastrum angustifolium Nutt.",FALSE
"COUMC","Comandra umbellata (L.) Nutt. ssp. californica (Eastw. ex Rydb.) Piehl","subspecies","Comandra umbellata subsp. californica","(L.) Nutt. (Eastw. ex Rydb.) Piehl","Exact (without author)",TRUE,"Accepted","Comandra umbellata subsp. californica","Comandra umbellata subsp. californica (Eastw. ex Rydb.) Piehl","Comandra umbellata subsp. californica (Eastw. ex Rydb.) Piehl",TRUE
"LANE3","Lathyrus nevadensis S. Watson","species","Lathyrus nevadensis","S. Watson","Exact (without author)",TRUE,"Accepted","Lathyrus nevadensis","Lathyrus nevadensis S.Watson","Lathyrus nevadensis S.Watson",TRUE
"IRHA","Iris hartwegii Baker","species","Iris hartwegii","Baker","Exact (with author)",TRUE,"Accepted","Iris hartwegii","Iris hartwegii Baker","Iris hartwegii Baker",FALSE
"ASHA","Asarum hartwegii S. Watson","species","Asarum hartwegii","S. Watson","Exact (without author)",TRUE,"Accepted","Asarum hartwegii","Asarum hartwegii S.Watson","Asarum hartwegii S.Watson",TRUE
"HYAN2","Hypericum anagalloides Cham. & Schltdl.","species","Hypericum anagalloides","Cham. & Schltdl.","Exact (with author)",TRUE,"Accepted","Hypericum anagalloides","Hypericum anagalloides Cham. & Schltdl.","Hypericum anagalloides Cham. & Schltdl.",FALSE
"SEPU4","Sedella pumila (Benth.) Britton & Rose","species","Sedella pumila","(Benth.) Britton & Rose","Exact (with author)",TRUE,"Synonym","Sedella pumila","Sedum pumilum Benth.","Sedum pumilum Benth.",TRUE
"TROB","Trichostema oblongum Benth.","species","Trichostema oblongum","Benth.","Exact (with author)",TRUE,"Accepted","Trichostema oblongum","Trichostema oblongum Benth.","Trichostema oblongum Benth.",FALSE
"COTI","Collinsia tinctoria Hartw. ex Benth.","species","Collinsia tinctoria","Hartw. ex Benth.","Exact (with author)",TRUE,"Accepted","Collinsia tinctoria","Collinsia tinctoria Hartw. ex Benth.","Collinsia tinctoria Hartw. ex Benth.",FALSE
"RUGL","Rubus glaucifolius Kellogg","species","Rubus glaucifolius","Kellogg","Exact (with author)",TRUE,"Accepted","Rubus glaucifolius","Rubus glaucifolius Kellogg","Rubus glaucifolius Kellogg",FALSE
"LALAB2","Lathyrus lanszwertii Kellogg var. brownii (Eastw.) Jeps.","variety","Lathyrus lanszwertii var. brownii","Kellogg (Eastw.) Jeps.","Exact (without author)",TRUE,"Synonym","Lathyrus lanszwertii var. brownii","Lathyrus brownii Eastw.","Lathyrus brownii Eastw.",TRUE
"ALGIV","Allophyllum gilioides (Benth.) A.D. Grant & V.E. Grant ssp. violaceum (A. Heller) Day","subspecies","Allophyllum gilioides subsp. violaceum","(Benth.) A.D. Grant & V.E. Grant (A. Heller) Day","Exact (without author)",TRUE,"Accepted","Allophyllum gilioides subsp. violaceum","Allophyllum gilioides subsp. violaceum (A.Heller) A.G.Day","Allophyllum gilioides subsp. violaceum (A.Heller) A.G.Day",TRUE
"DUCY","Dudleya cymosa (Lem.) Britton & Rose","species","Dudleya cymosa","(Lem.) Britton & Rose","Exact (with author)",TRUE,"Accepted","Dudleya cymosa","Dudleya cymosa (Lem.) Britton & Rose","Dudleya cymosa (Lem.) Britton & Rose",FALSE
"PEMUM","Pellaea mucronata (D.C. Eaton) D.C. Eaton ssp. mucronata","subspecies","Pellaea mucronata subsp. mucronata","(D.C. Eaton) D.C. Eaton NA mucronata","Exact (without author)",TRUE,"Synonym","Pellaea mucronata","Hemionitis mucronata (D.C.Eaton) Christenh.","Hemionitis mucronata (D.C.Eaton) Christenh.",TRUE
"NEMA","Nemophila maculata Benth. ex Lindl.","species","Nemophila maculata","Benth. ex Lindl.","Exact (with author)",TRUE,"Accepted","Nemophila maculata","Nemophila maculata Benth. ex Lindl.","Nemophila maculata Benth. ex Lindl.",FALSE
"LOIN4","Lonicera interrupta Benth.","species","Lonicera interrupta","Benth.","Exact (with author)",TRUE,"Accepted","Lonicera interrupta","Lonicera interrupta Benth.","Lonicera interrupta Benth.",FALSE
"CAAM5","Calochortus amoenus Greene","species","Calochortus amoenus","Greene","Exact (with author)",TRUE,"Accepted","Calochortus amoenus","Calochortus amoenus Greene","Calochortus amoenus Greene",FALSE
"CLWI","Clarkia williamsonii (Durand & Hilg.) F.H. Lewis & M.E. Lewis","species","Clarkia williamsonii","(Durand & Hilg.) F.H. Lewis & M.E. Lewis","Exact (without author)",TRUE,"Accepted","Clarkia williamsonii","Clarkia williamsonii (Durand & Hilg.) F.H.Lewis & M.E.Lewis","Clarkia williamsonii (Durand & Hilg.) F.H.Lewis & M.E.Lewis",TRUE
"CLHE4","Clarkia heterandra (Torr.) F.H. Lewis & P.H. Raven","species","Clarkia heterandra","(Torr.) F.H. Lewis & P.H. Raven","Exact (without author)",TRUE,"Accepted","Clarkia heterandra","Clarkia heterandra (Torr.) F.H.Lewis & P.H.Raven","Clarkia heterandra (Torr.) F.H.Lewis & P.H.Raven",TRUE
"COGR4","Collomia grandiflora Douglas ex Lindl.","species","Collomia grandiflora","Douglas ex Lindl.","Exact (with author)",TRUE,"Accepted","Collomia grandiflora","Collomia grandiflora Douglas ex Lindl.","Collomia grandiflora Douglas ex Lindl.",FALSE
"CEMOG","Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin","variety","Cercocarpus montanus var. glaber","Raf. (S. Watson) F.L. Martin","Exact (without author)",TRUE,"Synonym","Cercocarpus montanus var. glaber","Cercocarpus betuloides var. betuloides","Cercocarpus betuloides var. betuloides",TRUE
"PLCI","Plectritis ciliosa (Greene) Jeps.","species","Plectritis ciliosa","(Greene) Jeps.","Exact (with author)",TRUE,"Synonym","Plectritis ciliosa","Valeriana ciliosa (Greene) Byng & Christenh.","Valeriana ciliosa (Greene) Byng & Christenh.",TRUE
"DRAR3","Dryopteris arguta (Kaulf.) Watt","species","Dryopteris arguta","(Kaulf.) Watt","Exact (with author)",TRUE,"Accepted","Dryopteris arguta","Dryopteris arguta (Kaulf.) Watt","Dryopteris arguta (Kaulf.) Watt",FALSE
"ATPU","Athysanus pusillus (Hook.) Greene","species","Athysanus pusillus","(Hook.) Greene","Exact (with author)",TRUE,"Accepted","Athysanus pusillus","Athysanus pusillus (Hook.) Greene","Athysanus pusillus (Hook.) Greene",FALSE
"STNI","Stellaria nitens Nutt.","species","Stellaria nitens","Nutt.","Exact (with author)",TRUE,"Accepted","Stellaria nitens","Stellaria nitens Nutt.","Stellaria nitens Nutt.",FALSE
"HERA3","Heterocodon rariflorum Nutt.","species","Heterocodon rariflorum","Nutt.","Fuzzy (edit distance)",TRUE,"Accepted","Heterocodon rariflorus","Heterocodon rariflorus Nutt.","Heterocodon rariflorus Nutt.",TRUE
"CABR6","Cardamine breweri S. Watson","species","Cardamine breweri","S. Watson","Exact (without author)",TRUE,"Accepted","Cardamine breweri","Cardamine breweri S.Watson","Cardamine breweri S.Watson",TRUE
"POGLR3","Potentilla glandulosa Lindl. ssp. reflexa (Greene) D.D. Keck","subspecies","Potentilla glandulosa subsp. reflexa","Lindl. (Greene) D.D. Keck","Exact (without author)",TRUE,"Synonym","Potentilla glandulosa subsp. reflexa","Drymocallis glandulosa var. reflexa (Greene) Ertter","Drymocallis glandulosa var. reflexa (Greene) Ertter",TRUE
"CRAF","Cryptantha affinis (A. Gray) Greene","species","Cryptantha affinis","(A. Gray) Greene","Exact (without author)",TRUE,"Accepted","Cryptantha affinis","Cryptantha affinis (A.Gray) Greene","Cryptantha affinis (A.Gray) Greene",TRUE
"CEDI2","Ceanothus diversifolius Kellogg","species","Ceanothus diversifolius","Kellogg","Exact (with author)",TRUE,"Accepted","Ceanothus diversifolius","Ceanothus diversifolius Kellogg","Ceanothus diversifolius Kellogg",FALSE
"AQFO","Aquilegia formosa Fisch. ex DC.","species","Aquilegia formosa","Fisch. ex DC.","Exact (with author)",TRUE,"Accepted","Aquilegia formosa","Aquilegia formosa Fisch. ex DC.","Aquilegia formosa Fisch. ex DC.",FALSE
"BREL","Brodiaea elegans Hoover","species","Brodiaea elegans","Hoover","Exact (with author)",TRUE,"Accepted","Brodiaea elegans","Brodiaea elegans Hoover","Brodiaea elegans Hoover",FALSE
"PEMU","Pellaea mucronata (D.C. Eaton) D.C. Eaton","species","Pellaea mucronata","(D.C. Eaton) D.C. Eaton","Exact (without author)",TRUE,"Synonym","Pellaea mucronata","Hemionitis mucronata (D.C.Eaton) Christenh.","Hemionitis mucronata (D.C.Eaton) Christenh.",TRUE
"TRHY3","Triteleia hyacinthina (Lindl.) Greene","species","Triteleia hyacinthina","(Lindl.) Greene","Exact (with author)",TRUE,"Accepted","Triteleia hyacinthina","Triteleia hyacinthina (Lindl.) Greene","Triteleia hyacinthina (Lindl.) Greene",FALSE
"MIFR2","Mimulus fremontii (Benth.) A. Gray","species","Mimulus fremontii","(Benth.) A. Gray","Exact (without author)",TRUE,"Synonym","Mimulus fremontii","Diplacus fremontii (Benth.) G.L.Nesom","Diplacus fremontii (Benth.) G.L.Nesom",TRUE
"MIMO3","Mimulus moschatus Douglas ex Lindl.","species","Mimulus moschatus","Douglas ex Lindl.","Exact (with author)",TRUE,"Synonym","Mimulus moschatus","Erythranthe moschata (Douglas ex Lindl.) G.L.Nesom","Erythranthe moschata (Douglas ex Lindl.) G.L.Nesom",TRUE
"QUCHC","Quercus chrysolepis Liebm. var. chrysolepis","variety","Quercus chrysolepis var. chrysolepis","Liebm. NA chrysolepis","Exact (without author)",TRUE,"Accepted","Quercus chrysolepis","Quercus chrysolepis Liebm.","Quercus chrysolepis Liebm.",TRUE
"GETRC2","Geum triflorum Pursh var. ciliatum (Pursh) Fassett","variety","Geum triflorum var. ciliatum","Pursh (Pursh) Fassett","Exact (without author)",TRUE,"Accepted","Geum triflorum var. ciliatum","Geum triflorum var. ciliatum (Pursh) Fassett","Geum triflorum var. ciliatum (Pursh) Fassett",TRUE
"LUST2","Lupinus stiversii Kellogg","species","Lupinus stiversii","Kellogg","Exact (with author)",TRUE,"Accepted","Lupinus stiversii","Lupinus stiversii Kellogg","Lupinus stiversii Kellogg",FALSE
"SACR2","Sanicula crassicaulis Poepp. ex DC.","species","Sanicula crassicaulis","Poepp. ex DC.","Exact (with author)",TRUE,"Accepted","Sanicula crassicaulis","Sanicula crassicaulis Poepp. ex DC.","Sanicula crassicaulis Poepp. ex DC.",FALSE
"POGL9","Potentilla glandulosa Lindl.","species","Potentilla glandulosa","Lindl.","Exact (with author)",TRUE,"Synonym","Potentilla glandulosa","Drymocallis glandulosa (Lindl.) Rydb.","Drymocallis glandulosa (Lindl.) Rydb.",TRUE
"LULA4","Lupinus latifolius Lindl. ex J. Agardh","species","Lupinus latifolius","Lindl. ex J. Agardh","Exact (without author)",TRUE,"Accepted","Lupinus latifolius","Lupinus latifolius Lindl. ex J.Agardh","Lupinus latifolius Lindl. ex J.Agardh",TRUE
"FRCA6","Fremontodendron californicum (Torr.) Coville","species","Fremontodendron californicum","(Torr.) Coville","Exact (with author)",TRUE,"Accepted","Fremontodendron californicum","Fremontodendron californicum (Torr.) Coville","Fremontodendron californicum (Torr.) Coville",FALSE
"CLPA4","Cleomella parviflora A. Gray","species","Cleomella parviflora","A. Gray","Exact (without author)",TRUE,"Accepted","Cleomella parviflora","Cleomella parviflora A.Gray","Cleomella parviflora A.Gray",TRUE
"CYEC","Cynosurus echinatus L.","species","Cynosurus echinatus","L.","Exact (with author)",TRUE,"Synonym","Cynosurus echinatus","Falona echinata (L.) Dumort.","Falona echinata (L.) Dumort.",TRUE
"LETR5","Leymus triticoides (Buckley) Pilg.","species","Leymus triticoides","(Buckley) Pilg.","Exact (with author)",TRUE,"Accepted","Leymus triticoides","Leymus triticoides (Buckley) Pilg.","Leymus triticoides (Buckley) Pilg.",FALSE
"CHFO3","Chenopodium foggii Wahl","species","Chenopodium foggii","Wahl","Exact (with author)",TRUE,"Accepted","Chenopodium foggii","Chenopodium foggii Wahl","Chenopodium foggii Wahl",FALSE
"VIAMA3","Vicia americana Muhl. ex Willd. ssp. americana","subspecies","Vicia americana subsp. americana","Muhl. ex Willd. NA americana","Fuzzy (edit distance)",TRUE,"Synonym","Vicia americana subsp. mexicana","Vicia mulleriana B.L.Turner","Vicia mulleriana B.L.Turner",TRUE
"AGHEH","Agoseris heterophylla (Nutt.) Greene var. heterophylla","variety","Agoseris heterophylla var. heterophylla","(Nutt.) Greene NA heterophylla","Exact (without author)",TRUE,"Accepted","Agoseris heterophylla var. heterophylla","Agoseris heterophylla var. heterophylla","Agoseris heterophylla var. heterophylla",TRUE
"AVFA","Avena fatua L.","species","Avena fatua","L.","Exact (with author)",TRUE,"Accepted","Avena fatua","Avena fatua L.","Avena fatua L.",FALSE
"BRMA3","Bromus madritensis L.","species","Bromus madritensis","L.","Exact (with author)",TRUE,"Accepted","Bromus madritensis","Bromus madritensis L.","Bromus madritensis L.",FALSE
"CAOCO","Calystegia occidentalis (A. Gray) Brummitt ssp. occidentalis","subspecies","Calystegia occidentalis subsp. occidentalis","(A. Gray) Brummitt NA occidentalis","Exact (without author)",TRUE,"Accepted","Calystegia occidentalis subsp. occidentalis","Calystegia occidentalis subsp. occidentalis","Calystegia occidentalis subsp. occidentalis",TRUE
"MIBI4","Mimulus bicolor Hartw. ex Benth.","species","Mimulus bicolor","Hartw. ex Benth.","Exact (with author)",TRUE,"Synonym","Mimulus bicolor","Erythranthe bicolor (Hartw. ex Benth.) G.L.Nesom & N.S.Fraga","Erythranthe bicolor (Hartw. ex Benth.) G.L.Nesom & N.S.Fraga",TRUE
"SPRU","Spergularia rubra (L.) J. Presl & C. Presl","species","Spergularia rubra","(L.) J. Presl & C. Presl","Exact (without author)",TRUE,"Accepted","Spergularia rubra","Spergularia rubra (L.) J.Presl & C.Presl","Spergularia rubra (L.) J.Presl & C.Presl",TRUE
"TRLA4","Trichostema lanceolatum Benth.","species","Trichostema lanceolatum","Benth.","Exact (with author)",TRUE,"Accepted","Trichostema lanceolatum","Trichostema lanceolatum Benth.","Trichostema lanceolatum Benth.",FALSE
"MIAC2","Mimulus acutidens Greene","species","Mimulus acutidens","Greene","Exact (with author)",TRUE,"Synonym","Mimulus acutidens","Erythranthe acutidens (Greene) G.L.Nesom","Erythranthe acutidens (Greene) G.L.Nesom",TRUE
"LULAL3","Lupinus latifolius Lindl. ex J. Agardh ssp. latifolius","subspecies","Lupinus latifolius subsp. latifolius","Lindl. ex J. Agardh NA latifolius","Exact (without author)",TRUE,"Accepted","Lupinus latifolius subsp. latifolius","Lupinus latifolius subsp. latifolius","Lupinus latifolius subsp. latifolius",TRUE
"LIBO","Lilium bolanderi S. Watson","species","Lilium bolanderi","S. Watson","Exact (without author)",TRUE,"Accepted","Lilium bolanderi","Lilium bolanderi S.Watson","Lilium bolanderi S.Watson",TRUE
"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.","species","Abies concolor","(Gord. & Glend.) Lindl. ex Hildebr.","Exact (without author)",TRUE,"Accepted","Abies concolor","Abies concolor (Gordon & Glend.) Lindl. ex Hildebr.","Abies concolor (Gordon & Glend.) Lindl. ex Hildebr.",TRUE
"EPTO4","Epilobium torreyi (S. Watson) Hoch & P.H. Raven","species","Epilobium torreyi","(S. Watson) Hoch & P.H. Raven","Exact (without author)",TRUE,"Accepted","Epilobium torreyi","Epilobium torreyi (S.Watson) Hoch & P.H.Raven","Epilobium torreyi (S.Watson) Hoch & P.H.Raven",TRUE
"CEVE3","Centaurium venustum (A. Gray) B.L. Rob.","species","Centaurium venustum","(A. Gray) B.L. Rob.","Exact (without author)",TRUE,"Synonym","Centaurium venustum","Zeltnera venusta (A.Gray) G.Mans.","Zeltnera venusta (A.Gray) G.Mans.",TRUE
"CALA68","Castilleja lacera (Benth.) T.I. Chuang & Heckard","species","Castilleja lacera","(Benth.) T.I. Chuang & Heckard","Exact (without author)",TRUE,"Accepted","Castilleja lacera","Castilleja lacera (Benth.) T.I.Chuang & Heckard","Castilleja lacera (Benth.) T.I.Chuang & Heckard",TRUE
"HEMI20","Hemizonella minima (A. Gray) A. Gray","species","Hemizonella minima","(A. Gray) A. Gray","Exact (without author)",TRUE,"Accepted","Hemizonella minima","Hemizonella minima A.Gray","Hemizonella minima A.Gray",TRUE
"LIPA5","Lithophragma parviflorum (Hook.) Nutt. ex Torr. & A. Gray","species","Lithophragma parviflorum","(Hook.) Nutt. ex Torr. & A. Gray","Exact (without author)",TRUE,"Accepted","Lithophragma parviflorum","Lithophragma parviflorum (Hook.) Nutt.","Lithophragma parviflorum (Hook.) Nutt.",TRUE
"NEPE","Nemophila pedunculata Douglas ex Benth.","species","Nemophila pedunculata","Douglas ex Benth.","Exact (with author)",TRUE,"Accepted","Nemophila pedunculata","Nemophila pedunculata Douglas ex Benth.","Nemophila pedunculata Douglas ex Benth.",FALSE
"JUXI","Juncus xiphioides E. Mey.","species","Juncus xiphioides","E. Mey.","Exact (without author)",TRUE,"Accepted","Juncus xiphioides","Juncus xiphioides E.Mey.","Juncus xiphioides E.Mey.",TRUE
"MYSI2","Myurella sibirica (Müll. Hal.) Reim.","species","Myurella sibirica","(Müll. Hal.) Reim.","Fuzzy (edit distance)",FALSE,"Synonym","Asperella sibirica",NA,"Myurella sibirica (Müll. Hal.) Reim.",FALSE
"MEIM","Melica imperfecta Trin.","species","Melica imperfecta","Trin.","Exact (with author)",TRUE,"Accepted","Melica imperfecta","Melica imperfecta Trin.","Melica imperfecta Trin.",FALSE
"MECA2","Melica californica Scribn.","species","Melica californica","Scribn.","Exact (with author)",TRUE,"Accepted","Melica californica","Melica californica Scribn.","Melica californica Scribn.",FALSE
"CHFO2","Chenopodium foliosum (Moench) Asch.","species","Chenopodium foliosum","(Moench) Asch.","Exact (without author)",TRUE,"Synonym","Chenopodium foliosum","Blitum virgatum L.","Blitum virgatum L.",TRUE
"WOFI","Woodwardia fimbriata Sm.","species","Woodwardia fimbriata","Sm.","Exact (with author)",TRUE,"Accepted","Woodwardia fimbriata","Woodwardia fimbriata Sm.","Woodwardia fimbriata Sm.",FALSE
"VUMI","Vulpia microstachys (Nutt.) Munro","species","Vulpia microstachys","(Nutt.) Munro","Exact (with author)",TRUE,"Synonym","Vulpia microstachys","Festuca microstachys Nutt.","Festuca microstachys Nutt.",TRUE
"ARDO3","Artemisia douglasiana Besser","species","Artemisia douglasiana","Besser","Exact (with author)",TRUE,"Accepted","Artemisia douglasiana","Artemisia douglasiana Besser","Artemisia douglasiana Besser",FALSE
"UMCA","Umbellularia californica (Hook. & Arn.) Nutt.","species","Umbellularia californica","(Hook. & Arn.) Nutt.","Exact (with author)",TRUE,"Accepted","Umbellularia californica","Umbellularia californica (Hook. & Arn.) Nutt.","Umbellularia californica (Hook. & Arn.) Nutt.",FALSE
"VUMIM","Vulpia microstachys (Nutt.) Munro var. microstachys","variety","Vulpia microstachys var. microstachys","(Nutt.) Munro NA microstachys","Exact (without author)",TRUE,"Synonym","Vulpia microstachys","Festuca microstachys Nutt.","Festuca microstachys Nutt.",TRUE
"POGLG4","Potentilla glandulosa Lindl. ssp. glandulosa","subspecies","Potentilla glandulosa subsp. glandulosa","Lindl. NA glandulosa","Exact (without author)",TRUE,"Synonym","Potentilla glandulosa","Drymocallis glandulosa (Lindl.) Rydb.","Drymocallis glandulosa (Lindl.) Rydb.",TRUE
"ARNE","Arctostaphylos nevadensis A. Gray","species","Arctostaphylos nevadensis","A. Gray","Exact (without author)",TRUE,"Accepted","Arctostaphylos nevadensis","Arctostaphylos nevadensis A.Gray","Arctostaphylos nevadensis A.Gray",TRUE
"CALE3","Calochortus leichtlinii Hook. f.","species","Calochortus leichtlinii","Hook. f.","Exact (without author)",TRUE,"Accepted","Calochortus leichtlinii","Calochortus leichtlinii Hook.f.","Calochortus leichtlinii Hook.f.",TRUE
"CECO","Ceanothus cordulatus Kellogg","species","Ceanothus cordulatus","Kellogg","Exact (with author)",TRUE,"Accepted","Ceanothus cordulatus","Ceanothus cordulatus Kellogg","Ceanothus cordulatus Kellogg",FALSE
"PIJE","Pinus jeffreyi Balf.","species","Pinus jeffreyi","Balf.","Exact (with author)",TRUE,"Accepted","Pinus jeffreyi","Pinus jeffreyi Balf.","Pinus jeffreyi Balf.",FALSE
"PHHY","Phacelia hydrophylloides Torr. ex A. Gray","species","Phacelia hydrophylloides","Torr. ex A. Gray","Exact (without author)",TRUE,"Accepted","Phacelia hydrophylloides","Phacelia hydrophylloides Torr. ex A.Gray","Phacelia hydrophylloides Torr. ex A.Gray",TRUE
"SEAR4","Senecio aronicoides DC.","species","Senecio aronicoides","DC.","Exact (with author)",TRUE,"Accepted","Senecio aronicoides","Senecio aronicoides DC.","Senecio aronicoides DC.",FALSE
"VIPU4","Viola purpurea Kellogg","species","Viola purpurea","Kellogg","Exact (with author)",TRUE,"Accepted","Viola purpurea","Viola purpurea Kellogg","Viola purpurea Kellogg",FALSE
"CIMO5","Cistanthe monosperma (Greene) Hershkovitz","species","Cistanthe monosperma","(Greene) Hershkovitz","Exact (without author)",TRUE,"Synonym","Cistanthe monosperma","Calyptridium monospermum Greene","Calyptridium monospermum Greene",TRUE
"GADI2","Gayophytum diffusum Torr. & A. Gray","species","Gayophytum diffusum","Torr. & A. Gray","Exact (without author)",TRUE,"Accepted","Gayophytum diffusum","Gayophytum diffusum Torr. & A.Gray","Gayophytum diffusum Torr. & A.Gray",TRUE
"PESE2","Pedicularis semibarbata A. Gray","species","Pedicularis semibarbata","A. Gray","Exact (without author)",TRUE,"Accepted","Pedicularis semibarbata","Pedicularis semibarbata A.Gray","Pedicularis semibarbata A.Gray",TRUE
"HOTR","Horkelia tridentata Torr.","species","Horkelia tridentata","Torr.","Exact (with author)",TRUE,"Synonym","Horkelia tridentata","Potentilla tilingii var. tilingii","Potentilla tilingii var. tilingii",TRUE
"ASDE6","Aspidotis densa (Brack.) Lellinger","species","Aspidotis densa","(Brack.) Lellinger","Exact (with author)",TRUE,"Synonym","Aspidotis densa","Hemionitis densa (Brack.) Christenh.","Hemionitis densa (Brack.) Christenh.",TRUE
"PEBR5","Pellaea bridgesii Hook.","species","Pellaea bridgesii","Hook.","Exact (with author)",TRUE,"Synonym","Pellaea bridgesii","Hemionitis bridgesii (Hook.) Christenh.","Hemionitis bridgesii (Hook.) Christenh.",TRUE
"ERNU3","Eriogonum nudum Douglas ex Benth.","species","Eriogonum nudum","Douglas ex Benth.","Exact (with author)",TRUE,"Accepted","Eriogonum nudum","Eriogonum nudum Douglas ex Benth.","Eriogonum nudum Douglas ex Benth.",FALSE
"MOOD","Monardella odoratissima Benth.","species","Monardella odoratissima","Benth.","Exact (with author)",TRUE,"Accepted","Monardella odoratissima","Monardella odoratissima Benth.","Monardella odoratissima Benth.",FALSE
"CAAP4","Castilleja applegatei Fernald","species","Castilleja applegatei","Fernald","Exact (with author)",TRUE,"Accepted","Castilleja applegatei","Castilleja applegatei Fernald","Castilleja applegatei Fernald",FALSE
"ABMA","Abies magnifica A. Murray bis","species","Abies magnifica","A. Murray bis","Exact (without author)",TRUE,"Accepted","Abies magnifica","Abies magnifica A.Murray bis","Abies magnifica A.Murray bis",TRUE
"ARPA6","Arctostaphylos patula Greene","species","Arctostaphylos patula","Greene","Exact (with author)",TRUE,"Accepted","Arctostaphylos patula","Arctostaphylos patula Greene","Arctostaphylos patula Greene",FALSE
"LEMO19","Leptosiphon montanus (Greene) J.M. Porter & L.A. Johnson","species","Leptosiphon montanus","(Greene) J.M. Porter & L.A. Johnson","Exact (without author)",TRUE,"Accepted","Leptosiphon montanus","Leptosiphon montanus (Greene) J.M.Porter & L.A.Johnson","Leptosiphon montanus (Greene) J.M.Porter & L.A.Johnson",TRUE
"PENE3","Penstemon newberryi A. Gray","species","Penstemon newberryi","A. Gray","Exact (without author)",TRUE,"Accepted","Penstemon newberryi","Penstemon newberryi A.Gray","Penstemon newberryi A.Gray",TRUE
"ACOCO","Achnatherum occidentale (Thurb.) Barkworth ssp. occidentale","subspecies","Achnatherum occidentale subsp. occidentale","(Thurb.) Barkworth NA occidentale","Exact (without author)",TRUE,"Synonym","Achnatherum occidentale","Eriocoma occidentalis (Thurb. ex S.Watson) Romasch.","Eriocoma occidentalis (Thurb. ex S.Watson) Romasch.",TRUE
"GAER2","Gayophytum eriospermum Coville","species","Gayophytum eriospermum","Coville","Exact (with author)",TRUE,"Accepted","Gayophytum eriospermum","Gayophytum eriospermum Coville","Gayophytum eriospermum Coville",FALSE
"STTO3","Streptanthus tortuosus Kellogg","species","Streptanthus tortuosus","Kellogg","Exact (with author)",TRUE,"Accepted","Streptanthus tortuosus","Streptanthus tortuosus Kellogg","Streptanthus tortuosus Kellogg",FALSE
"LOTO2","Lomatium torreyi (J.M. Coult. & Rose) J.M. Coult. & Rose","species","Lomatium torreyi","(J.M. Coult. & Rose) J.M. Coult. & Rose","Exact (without author)",TRUE,"Accepted","Lomatium torreyi","Lomatium torreyi (J.M.Coult. & Rose) J.M.Coult. & Rose","Lomatium torreyi (J.M.Coult. & Rose) J.M.Coult. & Rose",TRUE
"ERSP6","Eriogonum spergulinum A. Gray","species","Eriogonum spergulinum","A. Gray","Exact (without author)",TRUE,"Accepted","Eriogonum spergulinum","Eriogonum spergulinum A.Gray","Eriogonum spergulinum A.Gray",TRUE
